date,time,sec_dur
"12-28-15  ","11:54     ",183
"12-28-15  ","11:54     ",607
"12-28-15  ","11:54     ",1198
"12-28-15  ","11:54     ",1207
"12-28-15  ","11:54     ",141
"12-28-15  ","11:54     ",80
"12-28-15  ","11:54     ",977
"12-28-15  ","11:54     ",482
"12-28-15  ","11:54     ",122
"12-28-15  ","11:54     ",429
"12-28-15  ","11:55     ",41
"12-28-15  ","11:55     ",40
"12-28-15  ","11:55     ",1823
"12-28-15  ","11:55     ",147
"12-28-15  ","11:55     ",16
"12-28-15  ","11:55     ",421
"12-28-15  ","11:55     ",143
"12-28-15  ","11:55     ",62
"12-28-15  ","11:55     ",279
"12-28-15  ","11:55     ",68
"12-28-15  ","11:55     ",1405
"12-28-15  ","11:55     ",1025
"12-28-15  ","11:56     ",1663
"12-28-15  ","11:56     ",145
"12-28-15  ","11:56     ",62
"12-28-15  ","11:56     ",152
"12-28-15  ","11:56     ",147
"12-28-15  ","11:56     ",56
"12-28-15  ","11:56     ",2838
"12-28-15  ","11:56     ",37
"12-28-15  ","11:57     ",131
"12-28-15  ","11:57     ",171
"12-28-15  ","11:57     ",186
"12-28-15  ","11:57     ",159
"12-28-15  ","11:57     ",1706
"12-28-15  ","11:57     ",1160
"12-28-15  ","11:57     ",7
"12-28-15  ","11:57     ",833
"12-28-15  ","11:57     ",2402
"12-28-15  ","11:57     ",11
"12-28-15  ","11:57     ",194
"12-28-15  ","11:57     ",45
"12-28-15  ","11:57     ",946
"12-28-15  ","11:57     ",1081
"12-28-15  ","11:57     ",8
"12-28-15  ","11:58     ",141
"12-28-15  ","11:58     ",8
"12-28-15  ","11:58     ",1435
"12-28-15  ","11:58     ",472
"12-28-15  ","11:58     ",361
"12-28-15  ","11:58     ",1
"12-28-15  ","11:58     ",141
"12-28-15  ","11:59     ",216
"12-28-15  ","11:59     ",141
"12-28-15  ","11:59     ",168
"12-28-15  ","11:59     ",111
"12-28-15  ","11:59     ",25
"12-28-15  ","11:59     ",47
"12-28-15  ","11:59     ",135
"12-28-15  ","11:59     ",181
"12-28-15  ","11:59     ",1005
"12-28-15  ","11:59     ",1767
"12-28-15  ","11:59     ",495
"12-28-15  ","11:59     ",285
"12-28-15  ","12:00     ",109
"12-28-15  ","12:00     ",1166
"12-28-15  ","12:00     ",1668
"12-28-15  ","12:00     ",349
"12-28-15  ","12:00     ",25
"12-28-15  ","12:00     ",91
"12-28-15  ","12:00     ",1314
"12-28-15  ","12:00     ",17
"12-28-15  ","12:00     ",1489
"12-28-15  ","12:00     ",232
"12-28-15  ","12:00     ",145
"12-28-15  ","12:01     ",707
"12-28-15  ","12:01     ",114
"12-28-15  ","12:01     ",32
"12-28-15  ","12:01     ",9
"12-28-15  ","12:01     ",539
"12-28-15  ","12:01     ",216
"12-28-15  ","12:01     ",364
"12-28-15  ","12:01     ",140
"12-28-15  ","12:01     ",1301
"12-28-15  ","12:01     ",441
"12-28-15  ","12:01     ",247
"12-28-15  ","12:02     ",1512
"12-28-15  ","12:02     ",1300
"12-28-15  ","12:02     ",31
"12-28-15  ","12:02     ",1629
"12-28-15  ","12:02     ",682
"12-28-15  ","12:02     ",606
"12-28-15  ","12:02     ",294
"12-28-15  ","12:02     ",8
"12-28-15  ","12:03     ",138
"12-28-15  ","12:03     ",159
"12-28-15  ","12:03     ",26
"12-28-15  ","12:03     ",1650
"12-28-15  ","12:03     ",141
"12-28-15  ","12:03     ",32
"12-28-15  ","12:03     ",1495
"12-28-15  ","12:03     ",105
"12-28-15  ","12:03     ",1089
"12-28-15  ","12:03     ",627
"12-28-15  ","12:04     ",39
"12-28-15  ","12:04     ",212
"12-28-15  ","12:04     ",247
"12-28-15  ","12:04     ",1353
"12-28-15  ","12:04     ",1443
"12-28-15  ","12:04     ",1470
"12-28-15  ","12:04     ",121
"12-28-15  ","12:04     ",141
"12-28-15  ","12:04     ",143
"12-28-15  ","12:04     ",99
"12-28-15  ","12:04     ",141
"12-28-15  ","12:04     ",2191
"12-28-15  ","12:04     ",654
"12-28-15  ","12:04     ",163
"12-28-15  ","12:04     ",618
"12-28-15  ","12:05     ",71
"12-28-15  ","12:05     ",1154
"12-28-15  ","12:05     ",110
"12-28-15  ","12:05     ",51
"12-28-15  ","12:05     ",1224
"12-28-15  ","12:05     ",60
"12-28-15  ","12:05     ",1109
"12-28-15  ","12:05     ",28
"12-28-15  ","12:06     ",1401
"12-28-15  ","12:06     ",46
"12-28-15  ","12:06     ",296
"12-28-15  ","12:06     ",203
"12-28-15  ","12:06     ",172
"12-28-15  ","12:06     ",473
"12-28-15  ","12:06     ",1309
"12-28-15  ","12:06     ",30
"12-28-15  ","12:07     ",103
"12-28-15  ","12:07     ",172
"12-28-15  ","12:07     ",501
"12-28-15  ","12:07     ",1745
"12-28-15  ","12:07     ",158
"12-28-15  ","12:08     ",141
"12-28-15  ","12:08     ",140
"12-28-15  ","12:08     ",4
"12-28-15  ","12:08     ",44
"12-28-15  ","12:08     ",1595
"12-28-15  ","12:08     ",599
"12-28-15  ","12:08     ",265
"12-28-15  ","12:08     ",1360
"12-28-15  ","12:08     ",1858
"12-28-15  ","12:08     ",1989
"12-28-15  ","12:08     ",1035
"12-28-15  ","12:08     ",141
"12-28-15  ","12:09     ",3
"12-28-15  ","12:09     ",200
"12-28-15  ","12:09     ",141
"12-28-15  ","12:09     ",398
"12-28-15  ","12:09     ",33
"12-28-15  ","12:09     ",215
"12-28-15  ","12:09     ",452
"12-28-15  ","12:09     ",125
"12-28-15  ","12:09     ",729
"12-28-15  ","12:10     ",820
"12-28-15  ","12:10     ",77
"12-28-15  ","12:10     ",141
"12-28-15  ","12:10     ",228
"12-28-15  ","12:10     ",589
"12-28-15  ","12:10     ",140
"12-28-15  ","12:11     ",153
"12-28-15  ","12:11     ",312
"12-28-15  ","12:11     ",141
"12-28-15  ","12:11     ",2752
"12-28-15  ","12:11     ",140
"12-28-15  ","12:11     ",263
"12-28-15  ","12:11     ",310
"12-28-15  ","12:11     ",216
"12-28-15  ","12:11     ",178
"12-28-15  ","12:12     ",141
"12-28-15  ","12:12     ",168
"12-28-15  ","12:12     ",53
"12-28-15  ","12:12     ",120
"12-28-15  ","12:12     ",122
"12-28-15  ","12:12     ",418
"12-28-15  ","12:12     ",1111
"12-28-15  ","12:12     ",57
"12-28-15  ","12:12     ",1348
"12-28-15  ","12:12     ",22
"12-28-15  ","12:12     ",44
